injuryID,date,playerName,description
20759,12/11/13,Rudy Gay,DNP
20760,12/11/13,Raymond Felton,sore left hamstring (DNP)
20761,12/11/13,Jermaine O'Neal,sprained right wrist (DNP)
20762,12/12/13,Matt Barnes,recovering from surgery on left eye (DNP)
20763,12/12/13,Steve Blake,torn ligament in right elbow (out indefinitely)
20764,12/12/13,Greg Smith (b. 1991-01-08),sprained right knee (DNP)
20765,12/12/13,Omer Asik,bruised right thigh (DNP)
20766,12/13/13,Michael Carter-Williams,skin infection (DNP)
20767,12/13/13,Caron Butler,sore left knee (DNP)
20768,12/13/13,Zaur Pachulia / Zaza Pachulia,fractured right foot (DNP)
20769,12/13/13,Luol Deng,sore left Achilles (DNP)
20770,12/13/13,Mike James (Lamont),right knee injury (DNP)
20771,12/13/13,Kris Humphries,bruised right knee (DNP)
20772,12/13/13,Quincy Pondexter,stress fracture in right foot (DNP)
20773,12/13/13,Raymond Felton,sore left hamstring (DNP)
20774,12/13/13,Jordan Farmar,torn left hamstring (DNP)
20775,12/13/13,Steve Blake,torn ligament in right elbow (DNP)
20776,12/13/13,Brook Lopez,sprained left ankle (DNP)
20777,12/13/13,Landry Fields,strained neck (DNP)
20778,12/13/13,Greg Smith (b. 1991-01-08),sprained right knee (DNP)
20779,12/13/13,Aron Baynes,left ankle injury (DNP)
20780,12/13/13,Nene / Nene Hilario / Maybyner Hilario,right foot tendinitis (DNP)
20781,12/13/13,Jermaine O'Neal,arthroscopic surgery on right wrist to repair torn ligament (out indefinitely)
20782,12/14/13,Michael Carter-Williams,skin infection (DNP)
20783,12/14/13,Carlos Delfino,surgery on right foot (out for season)
20784,12/14/13,Caron Butler,sore left knee (DNP)
20785,12/14/13,Zaur Pachulia / Zaza Pachulia,fractured right foot (DNP)
20786,12/14/13,Kirk Hinrich,strained back (DNP)
20787,12/14/13,Matt Barnes,recovering from surgery on left eye (DNP)
20788,12/14/13,Kenyon Martin Sr.,strained abdominal muscle (DNP)
20789,12/14/13,Raymond Felton,strained left hamstring (DNP)
20790,12/14/13,Jordan Farmar,torn left hamstring (DNP)
20791,12/14/13,Steve Blake,torn ligament in right elbow (DNP)
20792,12/14/13,Nene / Nene Hilario / Maybyner Hilario,right foot tendinitis (DNP)
20793,12/15/13,Quincy Pondexter,stress fracture in right foot (DNP)
20794,12/15/13,Tyreke Evans,sprained left ankle (DNP)
20795,12/15/13,Jeremy Lin,sprained right knee (P) / back injury (CBC) (DNP)
20796,12/15/13,Omer Asik,bruised right thigh (DNP)
20797,12/16/13,Michael Carter-Williams,skin infection (DNP)
20798,12/16/13,Kirk Hinrich,sore back (DNP)
20799,12/16/13,Matt Barnes,recovering from surgery on left eye (DNP)
20800,12/16/13,Kenyon Martin Sr.,strained abdominal muscle (DNP)
20801,12/16/13,Pablo Prigioni,fractured right toe (out indefinitely)
20802,12/16/13,Raymond Felton,strained left hamstring (DNP)
20803,12/16/13,Jordan Farmar,torn left hamstring (DNP)
20804,12/16/13,Steve Blake,torn ligament in right elbow (DNP)
20805,12/16/13,Brook Lopez,sprained left ankle (DNP)
20806,12/16/13,Kevin Martin,sore left knee (DNP)
20807,12/17/13,Mike Conley Jr.,bruised left thigh (DNP)
20808,12/17/13,Jordan Farmar,torn left hamstring (DNP)
20809,12/17/13,Steve Blake,torn ligament in right elbow (DNP)
20810,12/17/13,Tyreke Evans,sprained left ankle (DNP)
20811,12/18/13,Caron Butler,sore left knee (DNP)
20812,12/18/13,Gary Neal,left foot injury (DNP)
20813,12/18/13,Zaur Pachulia / Zaza Pachulia,fractured right foot (DNP)
20814,12/18/13,Kirk Hinrich,sore back (DNP)
20815,12/18/13,Reggie Bullock,sprained left ankle (DNP)
20816,12/18/13,Mike Conley Jr.,bruised left thigh (DNP)
20817,12/18/13,Tayshaun Prince,sore left knee (DNP)
20818,12/18/13,Cartier Martin,sprained left ankle (DNP)
20819,12/18/13,Kenyon Martin Sr.,strained abdominal muscle (DNP)
20820,12/18/13,Raymond Felton,strained left hamstring (DNP)
20821,12/18/13,Jeremy Lin,bruised right thigh / back spasms (DNP)
20822,12/18/13,Glen Rice Jr.,surgery on fractured right wrist
20823,12/19/13,Kirk Hinrich,sore back (DNP)
20824,12/19/13,Luol Deng,sore left Achilles (DNP)
20825,12/19/13,Kobe Bryant,fractured left tibia (out for season)
20826,12/19/13,Emanuel Ginobili / Manu Ginobili,rest (DNP)
20827,12/20/13,Elliot Williams,back injury (DNP)
20828,12/20/13,Caron Butler,sore left knee / sore right knee (P) (DNP)
20829,12/20/13,Ersan Ilyasova,sprained right ankle (DNP)
20830,12/20/13,Gary Neal,left foot injury (DNP)
20831,12/20/13,Zaur Pachulia / Zaza Pachulia,fractured right foot (DNP)
20832,12/20/13,Anthony Bennett,illness (DTD)
20833,12/20/13,Dion Waiters,right wrist injury (DTD)
20834,12/20/13,Tyler Zeller,sprained right ankle (DNP)
20835,12/20/13,Cartier Martin,sprained left ankle (DNP)
20836,12/20/13,Jordan Farmar,torn left hamstring (DNP)
20837,12/20/13,Steve Blake,torn ligament in right elbow (DNP)
20838,12/20/13,Kevin Garnett,rest (DNP)
20839,12/20/13,Jeremy Lin,back spasms (DNP)
20840,12/20/13,Omer Asik,bruised right thigh (DNP)
20841,12/21/13,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP)
20842,12/21/13,Ersan Ilyasova,sprained right ankle (DNP)
20843,12/21/13,Gary Neal,left foot injury (DNP)
20844,12/21/13,John Henson,knee injury (DNP)
20845,12/21/13,Zaur Pachulia / Zaza Pachulia,fractured right foot (DNP)
20846,12/21/13,Jimmy Butler,sprained right ankle (DNP)
20847,12/21/13,Kirk Hinrich,sore back (DNP)
20848,12/21/13,Luol Deng,sore left Achilles (DNP)
20849,12/21/13,Tayshaun Prince,sore left knee (DNP)
20850,12/21/13,Metta World Peace / Ron Artest,sore left knee (DNP)
20851,12/21/13,Raymond Felton,strained left hamstring (DNP)
20852,12/21/13,Jordan Farmar,torn left hamstring (DNP)
20853,12/21/13,Pau Gasol,upper respiratory infection (DNP)
20854,12/21/13,Steve Blake,torn ligament in right elbow (DNP)
20855,12/21/13,Brook Lopez,fractured right foot (out for season)
20856,12/21/13,Jason Smith,bruised right knee (DTD)
20857,12/21/13,James Harden,sprained left ankle (DNP)
20858,12/21/13,Jeremy Lin,back spasms (DNP)
20859,12/21/13,Omer Asik,bruised right thigh (DNP)
20860,12/21/13,Patrick Beverley,fractured right hand (out indefinitely)
20861,12/21/13,Kawhi Leonard,dental procedure (DNP)
20862,12/22/13,Reggie Bullock,sprained left ankle (DNP)
20863,12/23/13,Ersan Ilyasova,sprained right ankle (DNP)
20864,12/23/13,Gary Neal,left foot injury (DNP)
20865,12/23/13,Tayshaun Prince,sore left knee (DNP)
20866,12/23/13,Metta World Peace / Ron Artest,sore left knee (DNP)
20867,12/23/13,Jordan Farmar,torn left hamstring (DNP)
20868,12/23/13,Steve Blake,torn ligament in right elbow (DNP)
20869,12/23/13,Kenneth Faried,sprained left ankle (DNP)
20870,12/23/13,Greg Smith (b. 1991-01-08),sore right knee (DNP)
20871,12/23/13,James Harden,sprained left ankle (DNP)
20872,12/23/13,Omer Asik,bruised right thigh (DNP)
20873,12/25/13,Luol Deng,sore left Achilles (DNP)
20874,12/25/13,Reggie Bullock,sprained left ankle (DNP)
20875,12/25/13,Carmelo Anthony,sprained left ankle (DNP)
20876,12/25/13,Metta World Peace / Ron Artest,sore left knee (DNP)
20877,12/25/13,Steve Blake,torn ligament in right elbow (DNP)
20878,12/25/13,Greg Smith (b. 1991-01-08),sore right knee (DNP)
20879,12/25/13,Omer Asik,bruised right thigh (DNP)
20880,12/26/13,Brandan Wright,illness (DNP)
20881,12/26/13,Greg Smith (b. 1991-01-08),sprained right knee (DNP)
20882,12/26/13,Omer Asik,bruised right thigh (DNP)
20883,12/27/13,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP)
20884,12/27/13,Gary Neal,left foot injury (DNP)
20885,12/27/13,Al Horford,torn right pectoral muscle (out for season)
20886,12/27/13,Chris Andersen,sore back (DNP)
20887,12/27/13,Ray Allen,right knee tendinitis (DNP)
20888,12/27/13,Carmelo Anthony,sprained left ankle (DNP)
20889,12/27/13,Pau Gasol,upper respiratory infection (DNP)
20890,12/27/13,Steve Blake,torn ligament in right elbow (DNP)
20891,12/27/13,Wayne Ellington,illness (DTD)
20892,12/27/13,Darrell Arthur,bruised/strained right quadriceps (DNP)
20893,12/27/13,Kenneth Faried,sprained left ankle (DNP)
20894,12/27/13,Kevin Seraphin,sore right knee (P) / left knee (CBC) (DNP)
20895,12/27/13,Russell Westbrook,arthroscopic surgery on right knee (out indefinitely)
20896,12/27/13,Jason Smith,bone bruise in right knee (DNP)
20897,12/28/13,Evan Turner,sore right knee (DNP)
20898,12/28/13,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP)
20899,12/28/13,Gary Neal,left foot injury (DNP)
20900,12/28/13,John Henson,sprained left ankle (DNP)
20901,12/28/13,Luol Deng,sore left Achilles (DNP)
20902,12/28/13,Carmelo Anthony,sprained left ankle (DNP)
20903,12/28/13,Metta World Peace / Ron Artest,sore left knee (DNP)
20904,12/28/13,Wayne Ellington,illness (DNP)
20905,12/28/13,Tyshawn Taylor,hamstring injury (DNP)
20906,12/28/13,Darrell Arthur,bruised/strained right quadriceps (DNP)
20907,12/28/13,Greg Smith (b. 1991-01-08),sprained right knee (DNP)
20908,12/28/13,Omer Asik,bruised right thigh (DNP)
20909,12/28/13,Kevin Seraphin,sore right knee (P) / left knee (CBC) (DNP)
20910,12/29/13,DeMarre Carroll,sprained right thumb (DNP)
20911,12/29/13,Pau Gasol,upper respiratory inflammation (DNP)
20912,12/29/13,Steve Blake,torn ligament in right elbow (DNP)
20913,12/29/13,Greg Smith (b. 1991-01-08),sprained right knee (DNP)
20914,12/29/13,Omer Asik,bruised right thigh (DNP)
20915,12/29/13,Toney Douglas,food poisoning (DNP)
20916,12/30/13,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP)
20917,12/30/13,Luol Deng,sore left Achilles (DNP)
20918,12/30/13,Xavier Henry,right knee injury (out indefinitely)
20919,12/30/13,Wayne Ellington,illness (DNP)
20920,12/30/13,Rodney Stuckey,sore shoulder (DNP)
20921,12/31/13,John Henson,sprained left ankle (DNP)
20922,12/31/13,Al Horford,surgery to repair torn pectoral muscle (out for season)
20923,12/31/13,DeMarre Carroll,sprained right thumb (DNP)
20924,12/31/13,Steve Blake,nerve root irritation (DNP)
20925,12/31/13,Wesley Johnson / Wes Johnson,illness (DNP)
20926,12/31/13,Xavier Henry,bone bruise in right knee (DNP)
20927,12/31/13,Tyshawn Taylor,hamstring injury (DNP)
20928,12/31/13,Greg Smith (b. 1991-01-08),sprained right knee (DNP)
20929,12/31/13,Omer Asik,bruised right thigh (DNP)
20930,1/1/14,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP)
20931,1/1/14,Wayne Ellington,illness (DNP)
20932,1/2/14,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP)
20933,1/2/14,John Henson,sprained left ankle (DNP)
20934,1/2/14,Kyrie Irving,bruised left knee (DTD)
20935,1/2/14,Metta World Peace / Ron Artest,sore left knee (DNP)
20936,1/2/14,Nikola Vucevic,sprained left ankle (DNP)
20937,1/2/14,Tyshawn Taylor,hamstring injury (DNP)
20938,1/2/14,Eric Bledsoe,sprained right knee (DTD)
20939,1/3/14,Chris Paul,separated right shoulder (out indefinitely)
20940,1/3/14,Kenyon Martin Sr.,sore left ankle (DNP)
20941,1/3/14,Metta World Peace / Ron Artest,sore left knee (DNP)
20942,1/3/14,Jordan Farmar,torn left hamstring (DNP)
20943,1/3/14,Steve Blake,torn ligament in right elbow (DNP)
20944,1/3/14,Xavier Henry,bone bruise in right knee (DNP)
20945,1/3/14,Wayne Ellington,illness (DNP)
20946,1/3/14,Omer Asik,bruised right thigh (DNP)
20947,1/4/14,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP)
20948,1/4/14,John Henson,sprained left ankle (DNP)
20949,1/4/14,Carlos Boozer,sore/bruised right knee (DNP)
20950,1/4/14,Chris Paul,separated right shoulder (DNP)
20951,1/4/14,Nikola Vucevic,sprained left ankle (DNP)
20952,1/4/14,Brook Lopez,surgery on right foot to repair fracture (out for season)
20953,1/4/14,Luc Richard Mbah a Moute / Luc Mbah a Moute,strained left groin (DNP)
20954,1/5/14,Jarrett Jack,back spasms (DNP)
20955,1/5/14,Tony Allen,hand injury (DNP)
20956,1/5/14,Metta World Peace / Ron Artest,sore left knee (DNP)
20957,1/5/14,Jordan Farmar,torn left hamstring (DNP)
20958,1/5/14,Steve Blake,torn ligament in right elbow (DNP)
20959,1/5/14,Xavier Henry,bone bruise in right knee (DNP)
20960,1/5/14,Rodney Stuckey,sore shoulder (DNP)
20961,1/6/14,Tony Wroten Jr.,flu (DNP)
20962,1/6/14,Ronnie Price,sinus infection (DNP)
20963,1/6/14,Deron Williams,sprained left ankle (DNP)
20964,1/6/14,Luc Richard Mbah a Moute / Luc Mbah a Moute,strained left groin (DNP)
20965,1/7/14,Tony Wroten Jr.,flu (DNP)
20966,1/7/14,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP)
20967,1/7/14,John Henson,sprained left ankle (DNP)
20968,1/7/14,Carlos Boozer,sore right knee (DNP)
20969,1/7/14,Kris Humphries,sprained left ankle (DNP)
20970,1/7/14,Tony Allen,hand injury (DNP)
20971,1/7/14,Mario Chalmers,right Achilles injury (DNP)
20972,1/7/14,Andris Biedrins,flu (DNP)
20973,1/7/14,Tyson Chandler,upper respiratory infection (DNP)
20974,1/7/14,Jordan Farmar,torn left hamstring (DNP)
20975,1/7/14,Steve Blake,torn ligament in right elbow (DNP)
20976,1/7/14,Xavier Henry,bone bruise in right knee (DNP)
20977,1/7/14,Rodney Stuckey,sore shoulder (DNP)
20978,1/7/14,Tiago Splitter,sprained/separated right shoulder (DNP)
20979,1/7/14,Serge Ibaka,flu (DNP)
20980,1/8/14,Jordan Farmar,torn left hamstring (DNP)
20981,1/8/14,Steve Blake,torn ligament in right elbow (DNP)
20982,1/8/14,Xavier Henry,bone bruise in right knee (DNP)
20983,1/8/14,Nikola Vucevic,concussion (DNP)
20984,1/8/14,Ronnie Price,sinus infection (DNP)
20985,1/8/14,Deron Williams,sprained left ankle (DNP)
20986,1/8/14,Chandler Parsons,sore right knee (DNP)
20987,1/8/14,Greg Smith (b. 1991-01-08),sprained/sore right / left (CBC) knee (DNP)
20988,1/8/14,Omer Asik,bruised right thigh (DNP)
20989,1/8/14,Emanuel Ginobili / Manu Ginobili,tightness in left hamstring (DNP)
20990,1/8/14,Tiago Splitter,sprained right shoulder (DNP)
20991,1/9/14,Mario Chalmers,strained right Achilles (DNP)
20992,1/9/14,Beno Udrih,left knee injury (DNP)
20993,1/9/14,Tyson Chandler,upper respiratory infection (DNP)
20994,1/9/14,Wilson Chandler,strained left hip (DNP)
20995,1/10/14,Lavoy Allen,strained right calf (DNP)
20996,1/10/14,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP)
20997,1/10/14,John Henson,sprained left ankle (DNP)
20998,1/10/14,Tony Allen,hand injury (DNP)
20999,1/10/14,Dwyane Wade,knee injury / rest (DNP)
21000,1/10/14,Mario Chalmers,strained right Achilles (DNP)
21001,1/10/14,Gordon Hayward,strained left hip flexor (DNP)
21002,1/10/14,Jordan Farmar,torn left hamstring (DNP)
21003,1/10/14,Steve Blake,torn ligament in right elbow (DNP)
21004,1/10/14,Xavier Henry,bone bruise in right knee (DNP)
21005,1/10/14,Nikola Vucevic,concussion (DNP)
21006,1/10/14,Ronnie Price,sinus infection (DNP)
21007,1/10/14,Wayne Ellington,illness (DNP)
21008,1/10/14,Deron Williams,sprained left ankle (DNP)
21009,1/10/14,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
21010,1/10/14,Chandler Parsons,sore right knee (DNP)
21011,1/10/14,Omer Asik,bruised right thigh (DNP)
21012,1/10/14,Eric Bledsoe,arthroscopic surgery on right knee to repair meniscus cartilage
21013,1/11/14,Lavoy Allen,strained right calf (DNP)
21014,1/11/14,Jeffery Taylor / Jeff Taylor (b),torn right Achilles tendon (DNP)
21015,1/11/14,John Henson,sprained left ankle (DNP)
21016,1/11/14,Jimmy Butler,bruised thigh (DNP)
21017,1/11/14,Beno Udrih,inflammation (DNP)
21018,1/11/14,Tyson Chandler,upper respiratory infection (DNP)
21019,1/11/14,Arron Afflalo,sprained right foot (DNP)
21020,1/11/14,Nikola Vucevic,concussion (DNP)
21021,1/11/14,Ronnie Price,sinus infection (DNP)
21022,1/11/14,Wayne Ellington,illness (DNP)
21023,1/11/14,Kevin Garnett,rest (DNP)
21024,1/11/14,Anthony Randolph,sprained left ankle (DNP)
21025,1/11/14,Wilson Chandler,strained left hip (DNP)
21026,1/11/14,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
21027,1/11/14,Tyreke Evans,sore left ankle (DNP)
21028,1/11/14,Chandler Parsons,sore right knee (DNP)
21029,1/11/14,Omer Asik,bruised right thigh (DNP)
21030,1/12/14,Tony Allen,hand injury (DNP)
21031,1/12/14,Pero Antic,back spasms (DNP)
21032,1/12/14,Emanuel Ginobili / Manu Ginobili,tightness in left hamstring (DNP)
21033,1/13/14,Andris Biedrins,flu (DTD)
21034,1/13/14,Tyson Chandler,upper respiratory infection (DNP)
21035,1/13/14,Arron Afflalo,sprained right foot (DNP)
21036,1/13/14,Nikola Vucevic,concussion (DNP)
21037,1/13/14,Ronnie Price,sinus infection (DNP)
21038,1/13/14,Anthony Randolph,sprained left ankle (DNP)
21039,1/13/14,Darrell Arthur,strained left groin (DNP)
21040,1/13/14,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
21041,1/13/14,Tyreke Evans,sprained left ankle (DNP)
21042,1/13/14,Omer Asik,bruised right thigh (DNP)
21043,1/13/14,Danny Green,fractured left index finger (DNP)
21044,1/13/14,Shawn Marion,bruised right shoulder (DNP)
21045,1/14/14,Tony Allen,hand injury (DNP)
21046,1/14/14,Jordan Farmar,torn left hamstring (DNP)
21047,1/14/14,Steve Blake,torn ligament in right elbow (DNP)
21048,1/14/14,Xavier Henry,bone bruise in right knee (DNP)
21049,1/15/14,Lavoy Allen,strained right calf (DNP)
21050,1/15/14,Tony Allen,hand injury (DNP)
21051,1/15/14,Jordan Farmar,torn left hamstring (DNP)
21052,1/15/14,Steve Blake,torn ligament in right elbow (DNP)
21053,1/15/14,Xavier Henry,bone bruise in right knee (DNP)
21054,1/15/14,Arron Afflalo,sprained right foot (DNP)
21055,1/15/14,Nikola Vucevic,concussion (DNP)
21056,1/15/14,Darrell Arthur,strained left groin (DNP)
21057,1/15/14,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
21058,1/15/14,Tyreke Evans,sprained left ankle (DNP)
21059,1/15/14,Aaron Brooks,tendinitis in knee (DNP)
21060,1/15/14,Omer Asik,bruised right thigh (DNP)
21061,1/15/14,Leandro Barbosa,sprained right shoulder (DNP)
21062,1/16/14,Greg Smith (b. 1991-01-08),sore right knee (DNP)
21063,1/16/14,Omer Asik,bruised right thigh (DNP)
21064,1/17/14,Lavoy Allen,left calf injury (P) / strained right calf (CBC) (DNP)
21065,1/17/14,Tony Allen,hand injury (DNP)
21066,1/17/14,Greg Oden,knee injury (DNP)
21067,1/17/14,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP)
21068,1/17/14,Kenyon Martin Sr.,sprained left ankle (DNP)
21069,1/17/14,Jordan Farmar,torn left hamstring (DNP)
21070,1/17/14,Steve Blake,torn ligament in right elbow (DNP)
21071,1/17/14,Xavier Henry,bone bruise in right knee (DNP)
21072,1/17/14,Nikola Vucevic,concussion (DNP)
21073,1/17/14,Ronnie Price,sprained right foot (DNP)
21074,1/17/14,Gal Mekel,arthroscopic surgery on right knee to repair torn lateral meniscus (out indefinitely)
21075,1/17/14,Darrell Arthur,strained left groin/hip (DNP)
21076,1/17/14,Leandro Barbosa,sprained right shoulder (DNP)
21077,1/18/14,Dwyane Wade,rest (DNP)
21078,1/18/14,Jason Smith,right knee injury (DNP)
21079,1/18/14,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
21080,1/18/14,Greg Smith (b. 1991-01-08),sore right knee (DNP)
21081,1/18/14,Omer Asik,bruised right thigh (DNP)
21082,1/19/14,Kemba Walker,sprained left ankle (DTD)
21083,1/19/14,Caron Butler,illness (DNP)
21084,1/19/14,Jordan Farmar,torn left hamstring (DNP)
21085,1/19/14,Steve Blake,torn ligament in right elbow (DNP)
21086,1/19/14,Xavier Henry,bone bruise in right knee (DNP)
21087,1/19/14,Nikola Vucevic,concussion (DNP)
21088,1/19/14,Ronnie Price,sprained right foot (DNP)
21089,1/19/14,Darrell Arthur,strained left groin/hip (DNP)
21090,1/19/14,Randy Foye,stomach virus (DNP)
21091,1/19/14,(William) Tony Parker,bruised right shin (DNP)
21092,1/19/14,Matt Bonner,fractured nose (DNP)
21093,1/19/14,John Salmons,back spasms (DNP)
21094,1/20/14,Brandon Davies,finger injury (DTD)
21095,1/20/14,Tony Wroten Jr.,sprained right ankle (DNP)
21096,1/20/14,Tony Allen,hand injury (DNP)
21097,1/20/14,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP)
21098,1/20/14,Jordan Farmar,torn left hamstring (DNP)
21099,1/20/14,Steve Blake,torn ligament in right elbow (DNP)
21100,1/20/14,Xavier Henry,bone bruise in right knee (DNP)
21101,1/20/14,Anthony Morrow,illness (DNP)
21102,1/20/14,Jason Smith,right knee injury (DNP)
21103,1/20/14,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
21104,1/20/14,Greg Smith (b. 1991-01-08),sore right knee (DNP)
21105,1/20/14,Terrence Jones,bruised left thigh (DNP)
21106,1/20/14,Trevor Booker,sprained left ankle (DNP)
21107,1/21/14,Jerryd Bayless,sprained left big toe (DNP)
21108,1/21/14,Nikola Vucevic,concussion (DNP)
21109,1/21/14,Ronnie Price,sprained right foot (DNP)
21110,1/21/14,Danilo Gallinari,surgery on left knee to reconstruct ACL (out for season)
21111,1/21/14,Anthony Morrow,illness (DNP)
21112,1/21/14,Jason Smith,right knee injury (DNP)
21113,1/21/14,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
21114,1/22/14,Tony Wroten Jr.,sprained right ankle (DNP)
21115,1/22/14,Kemba Walker,sprained left ankle (DNP)
21116,1/22/14,Larry Sanders (b. 1988-11-21),illness (DNP)
21117,1/22/14,O.J. Mayo,illness (DNP)
21118,1/22/14,Carlos Boozer,left calf injury (DNP)
21119,1/22/14,Avery Bradley,sprained right ankle (out indefinitely)
21120,1/22/14,Rajon Rondo,rest / sore right knee (DNP)
21121,1/22/14,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP)
21122,1/22/14,Nikola Vucevic,concussion (DNP)
21123,1/22/14,Ronnie Price,sprained right foot (DNP)
21124,1/22/14,Landry Fields,surgery on right wrist (out indefinitely)
21125,1/22/14,Greg Smith (b. 1991-01-08),sore right knee (DNP)
21126,1/22/14,Ronnie Brewer,sore right calf (DNP)
21127,1/22/14,Terrence Jones,bruised left thigh (DNP)
21128,1/22/14,Kawhi Leonard,fractured right hand (out indefinitely)
21129,1/22/14,Francisco Garcia,sore left knee (DNP)
21130,1/23/14,Pero Antic,stress fracture in right ankle (out indefinitely)
21131,1/23/14,Andrea Bargnani,torn ligament in left elbow (out for season)
21132,1/23/14,Jordan Farmar,torn left hamstring (DNP)
21133,1/23/14,Steve Blake,torn ligament in right elbow (DNP)
21134,1/23/14,Xavier Henry,bone bruise in right knee (DNP)
21135,1/23/14,Darrell Arthur,strained left groin/hip (DNP)
21136,1/24/14,Brandon Davies,fractured right pinky finger (DNP)
21137,1/24/14,Tony Wroten Jr.,sprained right ankle (DNP)
21138,1/24/14,Kemba Walker,sprained left ankle (DNP)
21139,1/24/14,Tony Allen,hand injury / sprained left wrist (DNP)
21140,1/24/14,DeMarre Carroll,strained left hamstring (DNP)
21141,1/24/14,Pero Antic,stress fracture in right ankle (DNP)
21142,1/24/14,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP)
21143,1/24/14,Jordan Farmar,torn left hamstring (DNP)
21144,1/24/14,Steve Blake,torn ligament in right elbow (DNP)
21145,1/24/14,Xavier Henry,bone bruise in right knee (DNP)
21146,1/24/14,Nikola Vucevic,concussion (DNP)
21147,1/24/14,Ronnie Price,sprained right foot (DNP)
21148,1/24/14,Jason Smith,right knee injury (DNP)
21149,1/24/14,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
21150,1/24/14,Tyreke Evans,illness (DNP)
21151,1/24/14,Francisco Garcia,sore left knee (DNP)
21152,1/24/14,Greg Smith (b. 1991-01-08),sore right knee (DNP)
21153,1/24/14,Ronnie Brewer,sore right calf (DNP)
21154,1/24/14,Kevin Durant,sore shoulder (DNP)
21155,1/24/14,Martell Webster,flu (DNP)
21156,1/25/14,Kemba Walker,sprained left ankle (DNP)
21157,1/25/14,Ekpe Udoh,sprained left ankle (DNP)
21158,1/25/14,Tony Allen,hand injury (DNP)
21159,1/25/14,Jeff Teague,sprained left ankle (DNP)
21160,1/25/14,Darrell Arthur,strained left groin/hip (DNP)
21161,1/25/14,Francisco Garcia,sore left knee (DNP)
21162,1/25/14,Greg Smith (b. 1991-01-08),sore right knee (DNP)
21163,1/25/14,Ronnie Brewer,sore right calf (DNP)
21164,1/26/14,Carlos Delfino,surgery on right foot (out for season) (CBC)
21165,1/26/14,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP)
21166,1/26/14,Metta World Peace / Ron Artest,stomach virus (DNP)
21167,1/26/14,Jordan Farmar,torn left hamstring (DNP)
21168,1/26/14,Steve Blake,torn ligament in right elbow (DNP)
21169,1/26/14,Xavier Henry,bone bruise in right knee (DNP)
21170,1/26/14,Nikola Vucevic,concussion (DNP)
21171,1/26/14,Ronnie Price,sprained right foot (DNP)
21172,1/26/14,Darrell Arthur,strained left groin/hip (DNP)
21173,1/26/14,Jason Smith,right knee injury (DNP)
21174,1/26/14,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
21175,1/27/14,Ekpe Udoh,sprained left ankle (DNP)
21176,1/27/14,Larry Sanders (b. 1988-11-21),illness (DNP)
21177,1/27/14,O.J. Mayo,illness (DNP)
21178,1/27/14,Joakim Noah,illness (DNP)
21179,1/27/14,Jeff Teague,sprained left ankle (DNP)
21180,1/27/14,DeMar DeRozan,sprained left ankle/foot (DNP)
21181,1/28/14,Tony Allen,hand injury (DNP)
21182,1/28/14,Beno Udrih,illness (DTD)
21183,1/28/14,Jordan Farmar,torn left hamstring (DNP)
21184,1/28/14,Steve Blake,torn ligament in right elbow (DNP)
21185,1/28/14,Xavier Henry,bone bruise in right knee (DNP)
21186,1/28/14,Nikola Vucevic,concussion (DNP)
21187,1/28/14,Ronnie Price,sprained right foot (DNP)
21188,1/28/14,Jrue Holiday,stress fracture in right ankle/tibia (DNP)
21189,1/28/14,Charlie Villanueva,stomach virus (DNP)
21190,1/28/14,Francisco Garcia,sore left knee (DNP)
21191,1/28/14,Greg Smith (b. 1991-01-08),sore right knee (DNP)
21192,1/28/14,James Harden,bruised left thumb (DNP)
21193,1/28/14,Ronnie Brewer,sore right calf (DNP)
21194,1/28/14,Nikola Pekovic,bursitis in right ankle (out indefinitely)
21195,1/29/14,Brandon Davies,fractured right pinky finger (DNP)
21196,1/29/14,Ben Gordon,illness (DNP)
21197,1/29/14,Kemba Walker,sprained left ankle (DNP)
21198,1/29/14,Ekpe Udoh,sprained left ankle (DNP)
